Date,Time,Open,High,Low,Close,Volume
20231201,01:15:00,15964.57,15976.98,15960.38,15972.32,176
20231201,01:16:00,15972.32,15976.98,15967.63,15971.84,93
20231201,01:17:00,15971.84,15974.77,15969.72,15972.63,5
20231201,01:18:00,15972.63,15977.8,15967.51,15973.65,16
20231201,01:19:00,15973.65,15977.08,15969.42,15972.49,21
20231201,01:20:00,15972.49,15974.57,15971.16,15971.84,100
20231201,01:21:00,15971.84,15972.27,15970.56,15971.77,234
20231201,01:22:00,15971.77,15974.59,15969.83,15973.82,524
20231201,01:23:00,15973.82,15974.54,15967.04,15972.94,45
20231201,01:24:00,15972.94,15974.7,15967.11,15967.19,42
20231201,01:25:00,15967.19,15971.81,15966.11,15969.82,22
20231201,01:26:00,15969.82,15970.14,15967.91,15969.96,5
20231201,01:27:00,15969.96,15980.3,15967.94,15979.94,86
20231201,01:28:00,15979.94,15979.98,15974.3,15974.47,269
20231201,01:29:00,15974.47,15980.7,15973.66,15976.82,11
20231201,01:30:00,15976.82,15977.98,15967.32,15969.32,14
20231201,01:31:00,15969.32,15971.07,15964.71,15966.32,99
20231201,01:32:00,15966.32,15967.72,15965.97,15966.55,11
20231201,01:33:00,15966.55,15970.45,15961.47,15965.99,175
20231201,01:34:00,15965.99,15967.5,15957.17,15961.29,1
20231201,01:35:00,15961.29,15968.91,15960.69,15968.88,27
20231201,01:36:00,15968.88,15976.83,15967.43,15976.82,20
20231201,01:37:00,15976.82,15977.93,15967.84,15970.73,76
20231201,01:38:00,15970.73,15971.9,15966.47,15969.64,7
20231201,01:39:00,15969.64,15971.1,15967.85,15968.87,18
20231201,01:40:00,15968.87,15979.86,15965.67,15975.65,85
20231201,01:41:00,15975.65,15980.39,15973.65,15973.65,101
20231201,01:42:00,15973.65,15977.71,15972.64,15977.08,24
20231201,01:43:00,15977.08,15977.64,15970.01,15972.1,280
20231201,01:44:00,15972.1,15972.4,15971.11,15972.32,15
20231201,01:45:00,15972.32,15976.25,15970.6,15974.38,81
20231201,01:46:00,15974.38,15977.54,15971.96,15977.08,358
20231201,01:47:00,15977.08,15977.34,15974.11,15974.93,282
20231201,01:48:00,15974.93,15982.92,15972.08,15982.18,5
20231201,01:49:00,15982.18,15982.34,15979.1,15981.18,37
20231201,01:50:00,15981.18,15991.3,15980.14,15989.37,24
20231201,01:51:00,15989.37,15994.74,15986.36,15991.16,723
20231201,01:52:00,15991.16,15992.88,15983.11,15987.85,19
20231201,01:53:00,15987.85,15988.96,15984.24,15987.85,152
20231201,01:54:00,15987.85,15990.46,15981.87,15981.93,7
20231201,01:55:00,15981.93,15989.0,15980.24,15987.89,67
20231201,01:56:00,15987.89,15992.95,15987.41,15992.21,202
20231201,01:57:00,15992.21,15997.96,15990.03,15995.52,364
20231201,01:58:00,15995.52,15995.9,15990.95,15991.28,121
20231201,01:59:00,15991.28,15991.89,15988.21,15988.58,16
20231201,02:00:00,15988.58,15998.58,15988.44,15995.46,60
20231201,02:01:00,15995.46,16010.44,15994.25,16007.98,4
20231201,02:02:00,16007.98,16009.9,16007.94,16008.88,38
20231201,02:03:00,16008.88,16011.57,16004.59,16005.21,116
20231201,02:04:00,16005.21,16015.11,16004.26,16014.38,170
20231201,02:05:00,16014.38,16021.63,16013.95,16016.84,25
20231201,02:06:00,16016.84,16028.55,16015.32,16024.69,239
20231201,02:07:00,16024.69,16035.49,16021.99,16032.04,255
20231201,02:08:00,16032.04,16042.08,16029.25,16040.37,4
20231201,02:09:00,16040.37,16047.28,16038.28,16046.85,184
20231201,02:10:00,16046.85,16047.34,16036.02,16037.47,37
20231201,02:11:00,16037.47,16042.57,16036.02,16040.77,274
20231201,02:12:00,16040.77,16050.75,16038.59,16048.16,52
20231201,02:13:00,16048.16,16050.91,16039.12,16040.34,42
20231201,02:14:00,16040.34,16045.28,16034.58,16034.64,593
20231201,02:15:00,16034.64,16036.22,16030.65,16033.62,81
20231201,02:16:00,16033.62,16036.46,16033.59,16034.61,42
20231201,02:17:00,16034.61,16038.24,16033.45,16034.93,15
20231201,02:18:00,16034.93,16038.3,16018.88,16024.03,40
20231201,02:19:00,16024.03,16024.71,16015.27,16017.71,26
20231201,02:20:00,16017.71,16025.01,16016.99,16024.75,51
20231201,02:21:00,16024.75,16040.42,16022.51,16036.13,11
20231201,02:22:00,16036.13,16037.08,16033.32,16034.01,117
20231201,02:23:00,16034.01,16035.1,16020.62,16022.14,233
20231201,02:24:00,16022.14,16027.92,16019.35,16025.13,5
20231201,02:25:00,16025.13,16025.38,16023.04,16024.57,56
20231201,02:26:00,16024.57,16031.98,16023.74,16031.31,138
20231201,02:27:00,16031.31,16036.75,16027.81,16028.16,103
20231201,02:28:00,16028.16,16033.4,16025.86,16031.81,26
20231201,02:29:00,16031.81,16034.15,16024.08,16026.55,33
20231201,02:30:00,16026.55,16028.54,16013.88,16017.34,104
20231201,02:31:00,16017.34,16018.44,16015.08,16015.29,4
20231201,02:32:00,16015.29,16019.78,16011.38,16018.21,63
20231201,02:33:00,16018.21,16021.15,16009.7,16014.71,181
20231201,02:34:00,16014.71,16023.09,16013.53,16020.45,52
20231201,02:35:00,16020.45,16028.27,16020.25,16026.64,245
20231201,02:36:00,16026.64,16037.65,16024.55,16034.06,82
20231201,02:37:00,16034.06,16039.05,16031.4,16032.37,19
20231201,02:38:00,16032.37,16036.16,16029.95,16035.7,95
20231201,02:39:00,16035.7,16040.17,16032.48,16039.63,31
20231201,02:40:00,16039.63,16042.36,16039.45,16040.14,128
20231201,02:41:00,16040.14,16046.13,16036.53,16045.29,17
20231201,02:42:00,16045.29,16047.37,16040.48,16043.17,208
20231201,02:43:00,16043.17,16048.64,16040.74,16047.59,15
20231201,02:44:00,16047.59,16047.86,16040.9,16044.9,102
20231201,02:45:00,16044.9,16048.98,16038.11,16038.7,24
20231201,02:46:00,16038.7,16046.84,16037.75,16044.39,61
20231201,02:47:00,16044.39,16051.77,16040.01,16051.21,41
20231201,02:48:00,16051.21,16052.08,16045.04,16045.07,240
20231201,02:49:00,16045.07,16047.76,16043.69,16047.08,38
20231201,02:50:00,16047.08,16054.0,16043.44,16053.5,60
20231201,02:51:00,16053.5,16054.0,16051.39,16052.83,97
20231201,02:52:00,16052.83,16054.97,16051.64,16052.76,166
20231201,02:53:00,16052.76,16060.61,16051.88,16058.53,308
20231201,02:54:00,16058.53,16059.18,16051.38,16052.99,13
20231201,02:55:00,16052.99,16061.68,16051.02,16061.08,240
20231201,02:56:00,16061.08,16063.89,16059.34,16063.44,99
20231201,02:57:00,16063.44,16065.61,16060.88,16063.78,43
20231201,02:58:00,16063.78,16065.34,16060.17,16063.24,96
20231201,02:59:00,16063.24,16065.55,16057.85,16060.71,8
20231201,03:00:00,16060.71,16070.58,16059.79,16070.54,8
20231201,03:01:00,16070.54,16073.7,16052.22,16055.25,10
20231201,03:02:00,16055.25,16055.99,16052.23,16052.76,14
20231201,03:03:00,16052.76,16055.05,16047.24,16049.51,26
20231201,03:04:00,16049.51,16052.14,16044.8,16047.36,85
20231201,03:05:00,16047.36,16056.26,16045.79,16055.14,49
20231201,03:06:00,16055.14,16062.77,16054.15,16060.34,22
20231201,03:07:00,16060.34,16062.18,16045.13,16046.35,26
20231201,03:08:00,16046.35,16051.32,16042.91,16049.29,41
20231201,03:09:00,16049.29,16053.46,16048.04,16051.21,377
20231201,03:10:00,16051.21,16051.98,16050.18,16050.4,38
20231201,03:11:00,16050.4,16057.55,16050.26,16056.21,82
20231201,03:12:00,16056.21,16057.07,16055.05,16055.34,183
20231201,03:13:00,16055.34,16061.83,16053.37,16061.72,155
20231201,03:14:00,16061.72,16068.35,16060.06,16068.02,64
20231201,03:15:00,16068.02,16069.33,16063.34,16064.84,8
20231201,03:16:00,16064.84,16065.92,16048.58,16049.2,61
20231201,03:17:00,16049.2,16052.39,16042.4,16043.7,89
20231201,03:18:00,16043.7,16044.13,16040.39,16040.41,113
20231201,03:19:00,16040.41,16047.23,16034.63,16046.32,59
20231201,03:20:00,16046.32,16047.8,16042.34,16043.04,99
20231201,03:21:00,16043.04,16044.46,16039.34,16040.54,19
20231201,03:22:00,16040.54,16044.64,16038.85,16042.91,83
20231201,03:23:00,16042.91,16052.38,16042.57,16049.89,106
20231201,03:24:00,16049.89,16052.75,16043.91,16048.76,198
20231201,03:25:00,16048.76,16049.06,16040.9,16041.77,168
20231201,03:26:00,16041.77,16043.88,16036.49,16037.43,104
20231201,03:27:00,16037.43,16042.0,16037.21,16040.66,70
20231201,03:28:00,16040.66,16049.2,16039.3,16048.89,1
20231201,03:29:00,16048.89,16052.58,16048.68,16049.84,47
20231201,03:30:00,16049.84,16055.61,16049.47,16053.93,77
20231201,03:31:00,16053.93,16061.64,16052.25,16061.31,22
20231201,03:32:00,16061.31,16069.42,16058.94,16066.9,10
20231201,03:33:00,16066.9,16069.02,16063.85,16066.77,32
20231201,03:34:00,16066.77,16067.08,16054.25,16059.63,57
20231201,03:35:00,16059.63,16067.38,16059.57,16064.27,277
20231201,03:36:00,16064.27,16065.62,16061.3,16061.88,31
20231201,03:37:00,16061.88,16062.61,16060.42,16062.05,65
20231201,03:38:00,16062.05,16066.49,16058.23,16064.86,226
20231201,03:39:00,16064.86,16065.53,16059.19,16061.18,434
20231201,03:40:00,16061.18,16062.24,16061.16,16061.26,72
20231201,03:41:00,16061.26,16061.85,16057.45,16060.47,39
20231201,03:42:00,16060.47,16065.11,16059.52,16064.0,139
20231201,03:43:00,16064.0,16065.99,16061.01,16064.12,82
20231201,03:44:00,16064.12,16067.02,16060.97,16061.38,358
20231201,03:45:00,16061.38,16068.47,16057.68,16065.24,5
20231201,03:46:00,16065.24,16066.51,16061.16,16062.01,15
20231201,03:47:00,16062.01,16070.58,16056.55,16066.15,73
20231201,03:48:00,16066.15,16070.48,16064.28,16069.9,37
20231201,03:49:00,16069.9,16073.61,16067.43,16072.28,143
20231201,03:50:00,16072.28,16077.9,16070.76,16077.56,314
20231201,03:51:00,16077.56,16080.21,16077.46,16079.33,21
20231201,03:52:00,16079.33,16080.79,16059.13,16061.86,87
20231201,03:53:00,16061.86,16070.34,16060.77,16066.01,22
20231201,03:54:00,16066.01,16068.36,16064.05,16065.85,5
20231201,03:55:00,16065.85,16066.29,16058.16,16064.16,3
20231201,03:56:00,16064.16,16066.22,16054.39,16056.23,2
20231201,03:57:00,16056.23,16060.76,16052.96,16053.73,180
20231201,03:58:00,16053.73,16055.16,16044.61,16046.36,29
20231201,03:59:00,16046.36,16057.9,16040.68,16054.75,45
20231201,04:00:00,16054.75,16055.53,16044.29,16046.17,144
20231201,04:01:00,16046.17,16056.14,16042.19,16055.58,152
20231201,04:02:00,16055.58,16067.5,16053.57,16064.76,60
20231201,04:03:00,16064.76,16066.26,16063.89,16065.37,91
20231201,04:04:00,16065.37,16068.85,16060.76,16066.8,34
20231201,04:05:00,16066.8,16069.79,16062.08,16063.13,62
20231201,04:06:00,16063.13,16067.0,16058.7,16060.72,125
20231201,04:07:00,16060.72,16066.63,16059.39,16062.36,32
20231201,04:08:00,16062.36,16064.67,16057.8,16058.34,63
20231201,04:09:00,16058.34,16066.76,16054.0,16054.58,119
20231201,04:10:00,16054.58,16056.4,16054.13,16055.47,120
20231201,04:11:00,16055.47,16055.93,16052.56,16053.87,36
20231201,04:12:00,16053.87,16054.04,16047.01,16047.22,26
20231201,04:13:00,16047.22,16058.21,16045.58,16054.13,76
20231201,04:14:00,16054.13,16055.29,16053.62,16055.06,92
20231201,04:15:00,16055.06,16059.19,16053.29,16056.67,287
20231201,04:16:00,16056.67,16058.49,16048.76,16052.79,487
20231201,04:17:00,16052.79,16053.73,16041.22,16045.06,86
20231201,04:18:00,16045.06,16048.72,16043.2,16047.01,88
20231201,04:19:00,16047.01,16059.53,16046.89,16058.67,57
20231201,04:20:00,16058.67,16060.67,16055.03,16057.25,209
20231201,04:21:00,16057.25,16068.88,16052.15,16064.0,19
20231201,04:22:00,16064.0,16065.88,16063.51,16065.18,99
20231201,04:23:00,16065.18,16068.26,16061.76,16067.73,65
20231201,04:24:00,16067.73,16074.93,16066.44,16074.4,72
20231201,04:25:00,16074.4,16081.29,16070.63,16080.72,149
20231201,04:26:00,16080.72,16082.18,16078.49,16078.91,18
20231201,04:27:00,16078.91,16081.44,16073.3,16074.88,76
20231201,04:28:00,16074.88,16085.46,16074.72,16085.46,30
20231201,04:29:00,16085.46,16091.09,16083.65,16088.71,29
20231201,04:30:00,16088.71,16089.66,16086.64,16089.4,104
20231201,04:31:00,16089.4,16089.72,16085.46,16087.15,27
20231201,04:32:00,16087.15,16098.68,16086.64,16095.34,182
20231201,04:33:00,16095.34,16096.02,16092.44,16092.58,103
20231201,04:34:00,16092.58,16092.67,16089.47,16091.75,44
20231201,04:35:00,16091.75,16095.96,16090.77,16092.45,75
20231201,04:36:00,16092.45,16094.7,16090.25,16094.0,132
20231201,04:37:00,16094.0,16101.96,16092.21,16097.29,83
20231201,04:38:00,16097.29,16099.05,16090.32,16093.86,65
20231201,04:39:00,16093.86,16095.22,16086.04,16087.94,29
20231201,04:40:00,16087.94,16088.41,16083.18,16085.12,49
20231201,04:41:00,16085.12,16089.94,16084.84,16087.96,33
20231201,04:42:00,16087.96,16089.04,16086.34,16087.65,32
20231201,04:43:00,16087.65,16088.27,16083.84,16084.2,40
20231201,04:44:00,16084.2,16085.5,16081.11,16082.05,391
20231201,04:45:00,16082.05,16087.56,16081.56,16087.21,92
20231201,04:46:00,16087.21,16089.68,16085.56,16087.21,1
20231201,04:47:00,16087.21,16096.83,16085.43,16095.86,80
20231201,04:48:00,16095.86,16101.25,16095.63,16100.47,44
20231201,04:49:00,16100.47,16104.3,16095.38,16096.32,35
20231201,04:50:00,16096.32,16099.98,16095.44,16099.87,63
20231201,04:51:00,16099.87,16105.75,16097.49,16101.95,38
20231201,04:52:00,16101.95,16104.21,16101.67,16102.13,34
20231201,04:53:00,16102.13,16103.83,16100.95,16101.46,29
20231201,04:54:00,16101.46,16102.98,16095.39,16096.9,94
20231201,04:55:00,16096.9,16098.31,16096.09,16096.82,20
20231201,04:56:00,16096.82,16097.44,16090.12,16090.84,3
20231201,04:57:00,16090.84,16093.78,16088.21,16090.56,151
20231201,04:58:00,16090.56,16092.07,16088.88,16091.3,13
20231201,04:59:00,16091.3,16091.56,16083.85,16084.17,35
20231201,05:00:00,16084.17,16088.11,16080.81,16087.39,245
20231201,05:01:00,16087.39,16092.64,16076.42,16081.5,192
20231201,05:02:00,16081.5,16083.94,16074.37,16077.14,13
20231201,05:03:00,16077.14,16079.75,16072.66,16075.38,31
20231201,05:04:00,16075.38,16075.98,16072.65,16075.0,32
20231201,05:05:00,16075.0,16076.73,16069.38,16069.73,103
20231201,05:06:00,16069.73,16072.03,16056.84,16060.84,11
20231201,05:07:00,16060.84,16074.11,16059.84,16071.99,78
20231201,05:08:00,16071.99,16076.61,16068.62,16069.46,14
20231201,05:09:00,16069.46,16076.43,16068.31,16076.07,22
20231201,05:10:00,16076.07,16076.84,16071.06,16071.39,81
20231201,05:11:00,16071.39,16073.35,16066.94,16069.22,173
20231201,05:12:00,16069.22,16073.71,16067.93,16069.26,51
20231201,05:13:00,16069.26,16073.77,16064.98,16072.88,63
20231201,05:14:00,16072.88,16079.54,16069.65,16078.22,31
20231201,05:15:00,16078.22,16084.42,16076.58,16079.95,79
20231201,05:16:00,16079.95,16083.28,16077.84,16077.92,75
20231201,05:17:00,16077.92,16079.71,16072.79,16074.64,191
20231201,05:18:00,16074.64,16074.88,16071.19,16072.18,48
20231201,05:19:00,16072.18,16074.89,16067.24,16069.81,168
20231201,05:20:00,16069.81,16073.57,16066.01,16071.13,64
20231201,05:21:00,16071.13,16074.85,16070.21,16073.79,22
20231201,05:22:00,16073.79,16081.51,16070.95,16078.65,24
20231201,05:23:00,16078.65,16080.34,16076.53,16076.96,3
20231201,05:24:00,16076.96,16083.13,16071.66,16079.74,38
20231201,05:25:00,16079.74,16087.87,16077.72,16083.42,135
20231201,05:26:00,16083.42,16088.01,16083.34,16084.65,2
20231201,05:27:00,16084.65,16092.69,16082.36,16089.14,348
20231201,05:28:00,16089.14,16091.36,16088.53,16091.26,0
20231201,05:29:00,16091.26,16093.25,16082.49,16084.13,13
20231201,05:30:00,16084.13,16096.64,16082.75,16095.21,266
20231201,05:31:00,16095.21,16096.48,16092.16,16092.62,54
20231201,05:32:00,16092.62,16092.7,16087.8,16090.17,6
20231201,05:33:00,16090.17,16092.79,16089.86,16092.06,264
20231201,05:34:00,16092.06,16092.64,16091.43,16092.59,125
20231201,05:35:00,16092.59,16103.71,16092.44,16101.45,25
20231201,05:36:00,16101.45,16107.05,16097.57,16105.48,44
20231201,05:37:00,16105.48,16110.6,16105.35,16109.98,295
20231201,05:38:00,16109.98,16113.35,16100.32,16102.83,51
20231201,05:39:00,16102.83,16105.59,16100.98,16102.88,221
20231201,05:40:00,16102.88,16104.82,16101.4,16101.9,40
20231201,05:41:00,16101.9,16103.5,16095.26,16099.95,92
20231201,05:42:00,16099.95,16103.43,16096.08,16099.13,13
20231201,05:43:00,16099.13,16100.61,16093.42,16095.98,2
20231201,05:44:00,16095.98,16102.63,16093.65,16100.58,93
20231201,05:45:00,16100.58,16105.33,16098.83,16105.15,152
20231201,05:46:00,16105.15,16114.21,16104.01,16111.17,27
20231201,05:47:00,16111.17,16113.1,16101.7,16102.87,142
20231201,05:48:00,16102.87,16103.22,16094.77,16099.05,25
20231201,05:49:00,16099.05,16102.8,16098.69,16101.65,93
20231201,05:50:00,16101.65,16115.99,16100.47,16113.62,9
20231201,05:51:00,16113.62,16121.58,16113.52,16120.77,171
20231201,05:52:00,16120.77,16128.64,16118.65,16123.35,58
20231201,05:53:00,16123.35,16124.26,16115.26,16117.72,22
20231201,05:54:00,16117.72,16129.36,16115.89,16122.38,14
20231201,05:55:00,16122.38,16129.62,16119.48,16128.94,71
20231201,05:56:00,16128.94,16134.15,16126.35,16132.19,30
20231201,05:57:00,16132.19,16137.23,16131.26,16137.2,2
20231201,05:58:00,16137.2,16139.26,16136.62,16138.54,2
20231201,05:59:00,16138.54,16141.32,16128.84,16133.91,27
20231201,06:00:00,16133.91,16136.76,16133.54,16135.5,21
20231201,06:01:00,16135.5,16137.96,16133.53,16135.48,161
20231201,06:02:00,16135.48,16136.13,16125.01,16127.93,425
20231201,06:03:00,16127.93,16129.23,16121.65,16122.3,186
20231201,06:04:00,16122.3,16125.06,16120.87,16124.84,94
20231201,06:05:00,16124.84,16128.93,16113.17,16114.98,49
20231201,06:06:00,16114.98,16116.64,16107.65,16110.37,24
20231201,06:07:00,16110.37,16111.29,16106.35,16106.78,114
20231201,06:08:00,16106.78,16118.95,16106.34,16114.49,3
20231201,06:09:00,16114.49,16115.01,16105.35,16105.99,120
20231201,06:10:00,16105.99,16106.38,16102.78,16105.88,273
20231201,06:11:00,16105.88,16113.42,16105.6,16110.05,17
20231201,06:12:00,16110.05,16111.02,16106.97,16109.59,1
20231201,06:13:00,16109.59,16110.84,16108.15,16109.92,0
20231201,06:14:00,16109.92,16113.56,16108.56,16112.69,50
20231201,06:15:00,16112.69,16113.04,16103.07,16107.39,28
20231201,06:16:00,16107.39,16110.74,16106.33,16108.57,171
20231201,06:17:00,16108.57,16110.07,16104.45,16106.26,210
20231201,06:18:00,16106.26,16107.94,16099.46,16105.8,520
20231201,06:19:00,16105.8,16107.96,16104.69,16106.04,75
20231201,06:20:00,16106.04,16110.78,16105.61,16110.52,155
20231201,06:21:00,16110.52,16119.46,16107.33,16116.71,33
20231201,06:22:00,16116.71,16119.93,16108.33,16108.79,44
20231201,06:23:00,16108.79,16110.65,16107.04,16108.07,92
20231201,06:24:00,16108.07,16110.74,16107.61,16110.02,112
20231201,06:25:00,16110.02,16112.26,16108.74,16110.91,31
20231201,06:26:00,16110.91,16112.11,16108.21,16108.51,232
20231201,06:27:00,16108.51,16108.56,16106.98,16107.77,30
20231201,06:28:00,16107.77,16111.13,16101.82,16104.05,285
20231201,06:29:00,16104.05,16107.78,16100.77,16105.32,45
20231201,06:30:00,16105.32,16107.82,16101.12,16101.52,2
20231201,06:31:00,16101.52,16103.61,16095.4,16095.7,214
20231201,06:32:00,16095.7,16097.05,16087.34,16091.96,30
20231201,06:33:00,16091.96,16092.66,16089.58,16090.91,114
20231201,06:34:00,16090.91,16093.31,16090.15,16092.33,67
20231201,06:35:00,16092.33,16092.42,16090.23,16091.49,135
20231201,06:36:00,16091.49,16100.3,16089.51,16099.14,83
20231201,06:37:00,16099.14,16106.98,16098.08,16103.74,285
20231201,06:38:00,16103.74,16108.01,16103.23,16103.3,67
20231201,06:39:00,16103.3,16104.84,16100.34,16101.61,157
20231201,06:40:00,16101.61,16111.95,16101.53,16109.42,182
20231201,06:41:00,16109.42,16125.13,16106.28,16121.79,173
20231201,06:42:00,16121.79,16129.91,16115.7,16118.98,92
20231201,06:43:00,16118.98,16131.74,16118.09,16131.29,10
20231201,06:44:00,16131.29,16134.63,16130.93,16133.92,33
20231201,06:45:00,16133.92,16135.33,16128.59,16129.97,144
20231201,06:46:00,16129.97,16133.86,16126.17,16132.63,28
20231201,06:47:00,16132.63,16140.78,16124.23,16135.61,269
20231201,06:48:00,16135.61,16143.74,16133.59,16140.34,250
20231201,06:49:00,16140.34,16144.91,16136.72,16142.32,16
20231201,06:50:00,16142.32,16148.29,16138.78,16145.77,107
20231201,06:51:00,16145.77,16147.36,16142.14,16143.86,9
20231201,06:52:00,16143.86,16145.9,16142.61,16145.56,30
20231201,06:53:00,16145.56,16146.17,16141.35,16142.95,301
20231201,06:54:00,16142.95,16144.54,16141.35,16143.32,198
20231201,06:55:00,16143.32,16151.85,16140.91,16146.79,30
20231201,06:56:00,16146.79,16150.08,16145.36,16149.29,268
20231201,06:57:00,16149.29,16155.06,16147.8,16148.34,111
20231201,06:58:00,16148.34,16152.92,16147.04,16151.86,165
20231201,06:59:00,16151.86,16154.57,16144.53,16147.27,5
20231201,07:00:00,16147.27,16153.68,16144.5,16152.85,11
20231201,07:01:00,16152.85,16155.97,16151.86,16152.98,42
20231201,07:02:00,16152.98,16154.32,16147.45,16150.25,49
20231201,07:03:00,16150.25,16156.89,16148.43,16155.74,69
20231201,07:04:00,16155.74,16157.87,16147.89,16148.96,169
20231201,07:05:00,16148.96,16151.31,16140.65,16147.41,82
20231201,07:06:00,16147.41,16151.68,16144.12,16145.14,113
20231201,07:07:00,16145.14,16154.0,16141.56,16148.99,117
20231201,07:08:00,16148.99,16150.26,16144.52,16149.92,32
20231201,07:09:00,16149.92,16165.87,16149.34,16161.59,139
20231201,07:10:00,16161.59,16162.02,16160.41,16161.65,115
20231201,07:11:00,16161.65,16162.18,16155.0,16157.21,14
20231201,07:12:00,16157.21,16158.1,16143.33,16147.0,150
20231201,07:13:00,16147.0,16147.85,16145.5,16147.66,117
20231201,07:14:00,16147.66,16149.34,16136.71,16138.49,45
20231201,07:15:00,16138.49,16143.41,16137.91,16140.02,43
